"sona_id","age","gender","condition","content","stimulus","type","validity","believability","conflict","qnum","total_qnum","response_int","response_ref","correct_int","correct_ref","rt_int","rt_ref","logRT_int","logRT_ref","for_int","for_ref","responseChange","trial_num","statementEval"
"69593",21,"Female","B","Standard","<p>All lemons are citruses.</p><p>Oranges are citruses.</p>","AC","Invalid","Unbelievable","No-conflict","6",63,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0
"69593",21,"Female","B","Neutral","<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>","DA","Invalid","Unbelievable","No-conflict","3",110,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0
"69593",21,"Female","B","Neutral","<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>","MP","Valid","Believable","No-conflict","4",14,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,8
"69593",21,"Female","B","Standard","<p>All fish swim.</p><p>Turtles swim.</p>","AC","Invalid","Unbelievable","No-conflict","5",22,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0
"69593",21,"Female","B","Standard","<p>All fuel is liquid.</p><p>Coal is fuel.</p>","MP","Valid","Unbelievable","Conflict","6",34,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0
"69594",19,"Male","A","Standard","<p>All trees have roots.</p><p>Oaks are trees.</p>","MP","Valid","Believable","No-conflict","2",116,"Yes","Yes","true","true",2822.5,998.700000047684,7.94537829602382,6.90645443329683,80,84,"11",1,10
"69594",19,"Male","A","Neutral","<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>","AC","Invalid","Believable","Conflict","7",11,"Yes","Yes","false","false",4159.79999995232,2344.79999995232,8.33322227516504,7.75995538937635,100,100,"00",2,10
"69594",19,"Male","A","Neutral","<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>","MT","Valid","Believable","No-conflict","8",40,"Yes","Yes","true","true",5332.60000014305,1003.59999990463,8.58159420312664,6.91134881439724,82,82,"11",3,9
"69594",19,"Male","A","Standard","<p>All mammals can walk.</p><p>Whales are mammals.</p>","MP","Valid","Unbelievable","Conflict","1",67,"No","Yes","false","true",4258.30000019073,2575.5,8.3566252986293,7.85379896900564,100,99,"01",4,0
"69594",19,"Male","A","Neutral","<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>","AC","Invalid","Unbelievable","No-conflict","6",64,"No","No","true","true",4864.89999985695,897.599999904633,8.48980143939486,6.79972453466219,80,68,"11",5,0
"69594",19,"Male","A","Neutral","<p>All animals can slourb.</p><p>Mushrooms cannot slourb.</p>","MT","Valid","Believable","No-conflict","6",5,"No","Yes","false","true",2940.40000009537,1932.70000004768,7.98630090553237,7.5666732680161,64,88,"01",6,10
"69594",19,"Male","A","Standard","<p>All things that need oxygen have lungs.</p><p>Dead people don't need oxygen.</p>","DA","Invalid","Unbelievable","No-conflict","3",112,"No","Yes","true","false",6276.29999995232,2971.20000004768,8.74453591385011,7.99672119061449,92,88,"10",7,0
"69594",19,"Male","A","Neutral","<p>All suldes have skin.</p><p>Newborns are suldes.</p>","MP","Valid","Believable","No-conflict","8",96,"Yes","Yes","true","true",2986.90000009537,323.599999904633,8.0019913392812,5.77950818488963,79,70,"11",8,10
"69594",19,"Male","A","Standard","<p>All birds can fly.</p><p>Planes are not birds.</p>","DA","Invalid","Unbelievable","No-conflict","4",8,"No","No","true","true",3204.79999995232,1152.5,8.07240496489668,7.0496887748708,89,100,"11",9,1
"69594",19,"Male","A","Standard","<p>All dogs have snouts.</p><p>Labradors have snouts.</p>","AC","Invalid","Believable","Conflict","4",20,"Yes","Yes","false","false",2877,253.900000095367,7.96450336355155,5.53694048908624,80,83,"00",10,10
"69594",19,"Male","A","Standard","<p>All trees have roots.</p><p>Oaks have roots.</p>","AC","Invalid","Believable","Conflict","1",117,"Yes","Yes","false","false",1552.09999990463,438.100000143051,7.3473641315957,6.08244719514638,87,69,"00",11,10
"69594",19,"Male","A","Neutral","<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>","MT","Valid","Unbelievable","Conflict","5",68,"Yes","No","true","false",2679.89999985695,1281.5,7.89353475932252,7.15578654580413,73,88,"10",12,9
"69594",19,"Male","A","Standard","<p>All flowers need water.</p><p>Roses need water.</p>","AC","Invalid","Believable","Conflict","2",29,"Yes","Yes","false","false",2617.39999985695,365,7.86993673756673,5.89989735358249,100,100,"00",13,10
"69594",19,"Male","A","Standard","<p>All fruits can be eaten.</p><p>Knives cannot be eaten.</p>","MT","Valid","Believable","No-conflict","2",32,"No","Yes","false","true",3669.89999985695,1039.09999990463,8.207919692682,6.94611023276682,86,90,"01",14,9
"69594",19,"Male","A","Standard","<p>All birds can fly.</p><p>Penguins cannot fly.</p>","MT","Valid","Unbelievable","Conflict","1",7,"No","Yes","false","true",2837.09999990463,869.099999904633,7.95053768265596,6.76745819333368,76,94,"01",15,1
"69594",19,"Male","A","Neutral","<p>All greembs have branches.</p><p>Maples are greembs.</p>","MP","Valid","Believable","No-conflict","6",43,"Yes","Yes","true","true",4436.20000004768,278.100000143051,8.39755343312744,5.62798076175431,82,92,"11",16,8
"69594",19,"Male","A","Neutral","<p>All lava is rhully.</p><p>Water is rhully.</p>","AC","Invalid","Unbelievable","No-conflict","7",62,"Yes","No","false","true",2480.59999990463,1807.5,7.81625574534278,7.49969995403292,86,80,"01",17,0
"69594",19,"Male","A","Neutral","<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>","DA","Invalid","Unbelievable","No-conflict","5",47,"No","No","true","true",3844.79999995232,1109.29999995232,8.2544768649698,7.01148446470163,88,78,"11",18,10
"69594",19,"Male","A","Standard","<p>All African countries are warm.</p><p>The North Pole is not an African country.</p>","DA","Invalid","Believable","Conflict","2",2,"Yes","No","false","true",3372.5,983.699999809265,8.12340958808191,6.89132097232482,90,96,"01",19,0
"69594",19,"Male","A","Neutral","<p>All slifth is liquid.</p><p>Water is not slifth.</p>","DA","Invalid","Unbelievable","No-conflict","6",89,"No","No","true","true",2295.69999980927,798,7.73879308679844,6.68210859744981,85,97,"11",20,0
"69594",19,"Male","A","Standard","<p>All reptiles have four limbs.</p><p>Snakes are reptiles.</p>","MP","Valid","Unbelievable","Conflict","3",82,"No","Yes","false","true",3383.5,1191.90000009537,8.12666595567228,7.08330395156868,97,95,"01",21,0
"69594",19,"Male","A","Neutral","<p>All krirks need air.</p><p>Daisies are krirks.</p>","MP","Valid","Believable","No-conflict","5",58,"No","No","false","false",2684.20000004768,677.900000095367,7.89513801098147,6.5189997845776,88,82,"00",22,10
"69594",19,"Male","A","Neutral","<p>All greembs are sweet.</p><p>Lemon is a greemb.</p>","MP","Valid","Unbelievable","Conflict","7",42,"No","No","false","false",3777.10000014305,1418.40000009537,8.23671179843903,7.25728475482723,92,99,"00",23,0
"69594",19,"Male","A","Neutral","<p>All jilms are sour.</p><p>Mandarins are jilms.</p>","MP","Valid","Unbelievable","Conflict","8",55,"No","Yes","false","true",5576.09999990463,587.700000047684,8.62624488626531,6.37621661369974,88,100,"01",24,7
"69594",19,"Male","A","Neutral","<p>All joughts are green.</p><p>Solar panels are not joughts.</p>","DA","Invalid","Unbelievable","No-conflict","8",57,"No","No","true","true",3709.20000004768,1165,8.21857149893893,7.0604763659998,95,100,"11",25,0
"69594",19,"Male","A","Neutral","<p>All flowers need grurm.</p><p>Daisies need grurm.</p>","AC","Invalid","Believable","Conflict","5",26,"Yes","Yes","false","false",2877.20000004768,1623.70000004768,7.96457287800977,7.39246277462244,95,100,"00",26,8
"69594",19,"Male","A","Standard","<p>All things made of metal shine.</p><p>Diamonds shine.</p>","AC","Invalid","Unbelievable","No-conflict","3",101,"No","No","true","true",3714.5,900,8.21999935859186,6.80239476332431,88,100,"11",27,0
"69594",19,"Male","A","Standard","<p>All things made of wood can be used as fuel.</p><p>Trees are made of wood.</p>","MP","Valid","Believable","No-conflict","4",103,"No","Yes","false","true",3800,4256.39999985695,8.24275634571448,8.35617901153397,93,99,"01",28,3
"69594",19,"Male","A","Neutral","<p>All sherg is liquid.</p><p>Coal is sherg.</p>","MP","Valid","Unbelievable","Conflict","6",87,"Yes","Yes","true","true",3741.29999995232,3488.5,8.22718842358207,8.15722712337929,94,99,"11",29,1
"69594",19,"Male","A","Neutral","<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>","MT","Valid","Unbelievable","Conflict","7",73,"No","No","false","false",6553,314.099999904633,8.7876782390395,5.74971140624098,94,98,"00",30,8
"69594",19,"Male","A","Standard","<p>All things that are smoked are bad for your health.</p><p>Salad is not smoked.</p>","DA","Invalid","Believable","Conflict","3",107,"Yes","Yes","false","false",4324.70000004768,1304.29999995232,8.37209805280935,7.17342177733968,90,97,"00",31,9
"69594",19,"Male","A","Standard","<p>All things made of wood can be used as fuel.</p><p>Trees can be used as fuel.</p>","AC","Invalid","Believable","Conflict","3",104,"Yes","Yes","false","false",4118.70000004768,3001.80000019073,8.32329285858325,8.00696738778576,92,96,"00",32,10
"69594",19,"Male","A","Neutral","<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>","DA","Invalid","Believable","Conflict","7",128,"Yes","Yes","false","false",3673.90000009537,1555.70000004768,8.20900904713991,7.34968088412373,96,98,"00",33,10
"69594",19,"Male","A","Standard","<p>All trees will become tall.</p><p>Skyscrapers under construction will become tall.</p>","AC","Invalid","Unbelievable","No-conflict","4",121,"No","No","true","true",4585.70000004768,5895.39999985695,8.43069804480354,8.68192766475888,91,94,"11",34,0
"69594",19,"Male","A","Standard","<p>All fruits can be eaten.</p><p>Knives are not fruits.</p>","DA","Invalid","Believable","Conflict","1",31,"Yes","No","false","true",2597.39999985695,3675.29999995232,7.86226622362092,8.20939004095526,85,97,"01",35,10
"69594",19,"Male","A","Standard","<p>All sports require equipment.</p><p>Talking does not require equipment.</p>","MT","Valid","Believable","No-conflict","3",92,"Yes","Yes","true","true",4326.59999990463,6209.79999995232,8.37253729312873,8.73388396828205,94,98,"11",36,10
"69594",19,"Male","A","Standard","<p>All flowers need water.</p><p>Roses are flowers.</p>","MP","Valid","Believable","No-conflict","1",28,"Yes","Yes","true","true",3240.79999995232,568.099999904633,8.08357549187377,6.34229745939521,99,100,"11",37,10
"69594",19,"Male","A","Standard","<p>All metals are solid.</p><p>Mercury is not solid.</p>","MT","Valid","Unbelievable","Conflict","2",76,"Yes","Yes","true","true",3322,624.299999952316,8.10832229017324,6.43663102199132,98,98,"11",38,2
"69594",19,"Male","A","Standard","<p>All things that need oxygen have lungs.</p><p>Fire needs oxygen.</p>","MP","Valid","Unbelievable","Conflict","4",113,"No","Yes","false","true",4622.69999980927,4927.20000004768,8.43873422891466,8.50252615438251,89,100,"01",39,0
"69594",19,"Male","A","Neutral","<p>All plants need draks.</p><p>Solar panels need draks.</p>","AC","Invalid","Unbelievable","No-conflict","8",79,"No","No","true","true",4617.10000014305,2346.90000009537,8.4375220813894,7.76085058739978,96,100,"11",40,2
"69594",19,"Male","A","Neutral","<p>All fish varl.</p><p>Turtles varl.</p>","AC","Invalid","Unbelievable","No-conflict","5",23,"Yes","No","false","true",5143.59999990463,4197.40000009537,8.54550850237774,8.34222056498604,94,100,"01",41,3
"69594",19,"Male","A","Standard","<p>All dogs have snouts.</p><p>Labradors are dogs.</p>","MP","Valid","Believable","No-conflict","3",19,"Yes","Yes","true","true",3029.79999995232,733.400000095367,8.01625188970849,6.59769125576726,94,100,"11",42,10
"69594",19,"Male","A","Neutral","<p>All broans have feathers.</p><p>Parrots are broans.</p>","MP","Valid","Believable","No-conflict","7",13,"Yes","Yes","true","true",3908.70000004768,836.5,8.2709601168892,6.72922652042688,97,100,"11",43,8
"69594",19,"Male","A","Standard","<p>All things made of metal shine.</p><p>Old pennies don't shine</p>","MT","Valid","Unbelievable","Conflict","4",102,"Yes","Yes","true","true",4820.60000014305,1085.89999985695,8.48065368065496,6.99016441509112,92,100,"11",44,1
"69594",19,"Male","A","Neutral","<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>","MT","Valid","Unbelievable","Conflict","8",126,"Yes","Yes","true","true",4564.20000004768,908.300000190735,8.42599853124176,6.81157472071816,95,100,"11",45,7
"69594",19,"Male","A","Neutral","<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>","DA","Invalid","Unbelievable","No-conflict","7",90,"No","No","true","true",5057.09999990463,12572,8.52854847543551,9.43922739791746,87,100,"11",46,4
"69594",19,"Male","A","Standard","<p>All metals are solid.</p><p>Ceramic is not a metal.</p>","DA","Invalid","Unbelievable","No-conflict","1",75,"No","No","true","true",4478.5,3833.59999990463,8.40704344791525,8.2515595884562,90,97,"11",47,8
"69594",19,"Male","A","Neutral","<p>All worbl objects are fragile.</p><p>Hammers are not made of worbl.</p>","DA","Invalid","Believable","Conflict","8",127,"No","No","true","true",4622,3195.09999990463,8.43858279083433,8.06937366519653,72,100,"11",48,10
"69594",19,"Male","A","Neutral","<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>","MT","Valid","Believable","No-conflict","5",86,"Yes","No","true","false",3313.5,2508.20000004768,8.10576031152828,7.82732064340896,88,20,"10",49,7
"69594",19,"Male","A","Standard","<p>All vehicles have wheels.</p><p>Trolley suitcases have wheels.</p>","AC","Invalid","Unbelievable","No-conflict","1",124,"Yes","Yes","false","false",5321.20000004768,9901.60000014305,8.57945412081871,9.20045163924026,82,86,"00",50,0
"69594",19,"Male","A","Neutral","<p>All skoges have legs.</p><p>Snakes are skoges.</p>","MP","Valid","Unbelievable","Conflict","5",88,"Yes","Yes","true","true",4036.80000019073,573,8.30320757793404,6.35088571671474,92,100,"11",51,0
"69594",19,"Male","A","Neutral","<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>","MT","Valid","Believable","No-conflict","7",16,"Yes","Yes","true","true",2936.40000009537,NA,7.9849396202691,NA,100,100,"11",52,10
"69594",19,"Male","A","Standard","<p>All vehicles have wheels.</p><p>Trolley suitcases are not vehicles.</p>","DA","Invalid","Unbelievable","No-conflict","2",123,"Yes","Yes","false","false",4444.09999990463,533.700000047684,8.39933265273512,6.27983388342924,96,100,"00",53,1
"69594",19,"Male","A","Standard","<p>All sports require equipment.</p><p>Talking is not a sport.</p>","DA","Invalid","Believable","Conflict","4",93,"Yes","Yes","false","false",6361.10000014305,NA,8.75795659737634,NA,86,88,"00",54,10
"69594",19,"Male","A","Standard","<p>All humans have two legs.</p><p>Leg amputees do not have two legs.</p>","MT","Valid","Unbelievable","Conflict","3",54,"Yes","Yes","true","true",5440.29999995232,1134.5,8.6015894853795,7.0339473042199,82,97,"11",55,0
"69594",19,"Male","A","Neutral","<p>All Hult countries are cold.</p><p>Qatar is not a Hult country.</p>","DA","Invalid","Believable","Conflict","5",48,"No","No","true","true",4334.5,780.5,8.37436154230869,6.65993473995549,87,100,"11",56,9
